Item Name,Category,Price,Date,IsMonsoon,IsPaydayWindow,IsLocalHoliday,IsDiwaliSeason,IsHoliSeason,IsEidSeason,MRPBand,IsStockout,Quantity,DayOfWeek,Month,Day
Salt,Grocery,93.14,2021-01-24,0,0,0,0,0,0,81–120,0,47.0,6,1,24
Salt,Grocery,10.21,2021-01-25,0,0,0,0,0,0,≤20,0,70.0,0,1,25
Biscuits,Snacks,51.24,2021-01-26,0,0,1,0,0,0,51–80,0,50.0,1,1,26
Shampoo,Personal Care,66.91,2021-01-27,0,0,0,0,0,0,51–80,0,21.0,2,1,27
Toothpaste,Personal Care,75.36,2021-01-28,0,1,0,0,0,0,51–80,0,26.0,3,1,28
Salt,Grocery,63.97,2021-01-29,0,1,0,0,0,0,51–80,0,71.0,4,1,29
Shampoo,Personal Care,25.95,2021-01-30,0,1,0,0,0,0,21–50,0,39.0,5,1,30
Juice,Beverages,13.62,2021-01-31,0,1,0,0,0,0,≤20,0,43.0,6,1,31
Salt,Grocery,99.26,2021-02-01,0,1,0,0,0,0,81–120,0,56.0,0,2,1
Biscuits,Snacks,37.22,2021-02-02,0,1,0,0,0,0,21–50,0,62.0,1,2,2
Bread,Bakery,46.28,2021-02-03,0,1,0,0,0,0,21–50,0,59.0,2,2,3
Bread,Bakery,55.8,2021-02-04,0,0,0,0,0,0,51–80,0,48.0,3,2,4
Toothpaste,Personal Care,40.81,2021-02-05,0,0,0,0,0,0,21–50,0,25.0,4,2,5
Soap,Personal Care,21.32,2021-02-06,0,0,0,0,0,0,21–50,0,35.0,5,2,6
Juice,Beverages,69.66,2021-02-07,0,0,0,0,0,0,51–80,0,30.0,6,2,7
Toothpaste,Personal Care,27.8,2021-02-08,0,0,0,0,0,0,21–50,0,29.0,0,2,8
Salt,Grocery,70.11,2021-02-09,0,0,0,0,0,0,51–80,0,59.0,1,2,9
Shampoo,Personal Care,22.48,2021-02-10,0,0,0,0,0,0,21–50,0,36.0,2,2,10
Toothpaste,Personal Care,28.23,2021-02-11,0,0,0,0,0,0,21–50,0,34.0,3,2,11
Bread,Bakery,95.76,2021-02-12,0,0,0,0,0,0,81–120,0,25.0,4,2,12
Biscuits,Snacks,38.84,2021-02-13,0,0,0,0,0,0,21–50,0,54.0,5,2,13
Soap,Personal Care,71.69,2021-02-14,0,0,0,0,0,0,51–80,0,20.0,6,2,14
Rice,Grocery,64.92,2021-02-15,0,0,0,0,0,0,51–80,0,57.0,0,2,15
Juice,Beverages,86.86,2021-02-16,0,0,0,0,0,0,81–120,0,19.0,1,2,16
Toothpaste,Personal Care,66.9,2021-02-17,0,0,0,0,0,0,51–80,0,16.0,2,2,17
Rice,Grocery,92.14,2021-02-18,0,0,0,0,0,0,81–120,0,55.0,3,2,18
Soap,Personal Care,77.05,2021-02-19,0,0,0,0,0,0,51–80,0,15.0,4,2,19
Milk,Dairy,53.25,2021-02-20,0,0,0,0,0,0,51–80,0,47.0,5,2,20
Sugar,Grocery,36.04,2021-02-21,0,0,0,0,0,0,21–50,0,69.0,6,2,21
Bread,Bakery,46.9,2021-02-22,0,0,0,0,0,0,21–50,0,58.0,0,2,22
Toothpaste,Personal Care,25.09,2021-02-23,0,0,0,0,0,0,21–50,0,32.0,1,2,23
Toothpaste,Personal Care,81.78,2021-02-24,0,0,0,0,0,0,81–120,0,22.0,2,2,24
Juice,Beverages,20.41,2021-02-25,0,0,0,0,1,0,21–50,0,52.0,3,2,25
Milk,Dairy,27.33,2021-02-26,0,0,0,0,1,0,21–50,0,76.0,4,2,26
Biscuits,Snacks,93.96,2021-02-27,0,0,0,0,1,0,81–120,0,50.0,5,2,27
Toothpaste,Personal Care,22.42,2021-02-28,0,1,0,0,1,0,21–50,0,41.0,6,2,28
Juice,Beverages,69.71,2021-03-01,0,1,0,0,1,0,51–80,0,38.0,0,3,1
Bread,Bakery,25.87,2021-03-02,0,1,0,0,1,0,21–50,0,65.0,1,3,2
Juice,Beverages,71.75,2021-03-03,0,1,0,0,1,0,51–80,0,45.0,2,3,3
Biscuits,Snacks,99.95,2021-03-04,0,0,0,0,1,0,81–120,0,41.0,3,3,4
Salt,Grocery,97.9,2021-03-05,0,0,0,0,1,0,81–120,0,60.0,4,3,5
Shampoo,Personal Care,48.23,2021-03-06,0,0,0,0,1,0,21–50,0,30.0,5,3,6
Shampoo,Personal Care,80.87,2021-03-07,0,0,0,0,1,0,81–120,0,10.0,6,3,7
Biscuits,Snacks,47.5,2021-03-08,0,0,0,0,1,0,21–50,0,61.0,0,3,8
Rice,Grocery,54.21,2021-03-09,0,0,0,0,1,0,51–80,0,66.0,1,3,9
Soap,Personal Care,89.12,2021-03-10,0,0,0,0,1,0,81–120,0,20.0,2,3,10
Biscuits,Snacks,16.08,2021-03-11,0,0,0,0,1,0,≤20,1,0.0,3,3,11
Milk,Dairy,49.27,2021-03-12,0,0,0,0,1,0,21–50,0,68.0,4,3,12
Shampoo,Personal Care,84.08,2021-03-13,0,0,0,0,1,0,81–120,0,16.0,5,3,13
Sugar,Grocery,87.47,2021-03-14,0,0,0,0,1,0,81–120,0,53.0,6,3,14
Sugar,Grocery,18.35,2021-03-15,0,0,0,0,1,0,≤20,0,77.0,0,3,15
Sugar,Grocery,33.17,2021-03-16,0,0,0,0,1,0,21–50,0,74.0,1,3,16
Biscuits,Snacks,51.82,2021-03-17,0,0,0,0,1,0,51–80,0,44.0,2,3,17
Biscuits,Snacks,28.75,2021-03-18,0,0,0,0,1,0,21–50,0,63.0,3,3,18
Rice,Grocery,25.87,2021-03-19,0,0,0,0,1,0,21–50,0,81.0,4,3,19
Sugar,Grocery,45.87,2021-03-20,0,0,0,0,1,0,21–50,0,75.0,5,3,20
Soap,Personal Care,50.39,2021-03-21,0,0,0,0,0,0,51–80,0,25.0,6,3,21
Biscuits,Snacks,97.8,2021-03-22,0,0,0,0,0,0,81–120,0,18.0,0,3,22
Salt,Grocery,69.05,2021-03-23,0,0,0,0,0,0,51–80,0,58.0,1,3,23
Toothpaste,Personal Care,60.98,2021-03-24,0,0,0,0,0,0,51–80,0,17.0,2,3,24
Bread,Bakery,12.39,2021-03-25,0,0,0,0,0,0,≤20,0,59.0,3,3,25
Toothpaste,Personal Care,53.76,2021-03-26,0,0,0,0,0,0,51–80,0,23.0,4,3,26
Milk,Dairy,84.4,2021-03-27,0,0,0,0,0,0,81–120,0,40.0,5,3,27
Milk,Dairy,34.36,2021-03-28,0,1,0,0,0,0,21–50,0,68.0,6,3,28
Biscuits,Snacks,70.9,2021-03-29,0,1,0,0,0,0,51–80,1,0.0,0,3,29
Juice,Beverages,29.1,2021-03-30,0,1,0,0,0,0,21–50,0,44.0,1,3,30
Toothpaste,Personal Care,90.12,2021-03-31,0,1,0,0,0,0,81–120,0,24.0,2,3,31
Salt,Grocery,94.2,2021-04-01,0,1,0,0,0,0,81–120,0,63.0,3,4,1
Shampoo,Personal Care,27.59,2021-04-02,0,1,0,0,0,0,21–50,0,31.0,4,4,2
Shampoo,Personal Care,18.92,2021-04-03,0,1,0,0,0,0,≤20,0,31.0,5,4,3
Sugar,Grocery,22.12,2021-04-04,0,0,0,0,0,0,21–50,0,70.0,6,4,4
Toothpaste,Personal Care,42.47,2021-04-05,0,0,0,0,0,0,21–50,0,22.0,0,4,5
Salt,Grocery,64.94,2021-04-06,0,0,0,0,0,0,51–80,0,58.0,1,4,6
Bread,Bakery,93.67,2021-04-07,0,0,0,0,0,0,81–120,0,23.0,2,4,7
Biscuits,Snacks,65.76,2021-04-08,0,0,0,0,0,0,51–80,0,34.0,3,4,8
Rice,Grocery,77.88,2021-04-09,0,0,0,0,0,0,51–80,0,63.0,4,4,9
Bread,Bakery,13.98,2021-04-10,0,0,0,0,0,1,≤20,0,73.0,5,4,10
Soap,Personal Care,95.38,2021-04-11,0,0,0,0,0,1,81–120,0,16.0,6,4,11
Juice,Beverages,98.08,2021-04-12,0,0,0,0,0,1,81–120,0,17.0,0,4,12
Biscuits,Snacks,97.38,2021-04-13,0,0,0,0,0,1,81–120,0,34.0,1,4,13
Shampoo,Personal Care,21.52,2021-04-14,0,0,0,0,0,1,21–50,0,38.0,2,4,14
Salt,Grocery,19.3,2021-04-15,0,0,0,0,0,1,≤20,0,92.0,3,4,15
Toothpaste,Personal Care,46.78,2021-04-16,0,0,0,0,0,1,21–50,0,33.0,4,4,16
Soap,Personal Care,93.41,2021-04-17,0,0,0,0,0,1,81–120,0,4.0,5,4,17
Rice,Grocery,50.59,2021-04-18,0,0,0,0,0,1,51–80,0,84.0,6,4,18
Juice,Beverages,69.29,2021-04-19,0,0,0,0,0,1,51–80,0,28.0,0,4,19
Sugar,Grocery,44.07,2021-04-20,0,0,0,0,0,1,21–50,0,87.0,1,4,20
Rice,Grocery,75.08,2021-04-21,0,0,0,0,0,1,51–80,0,69.0,2,4,21
Toothpaste,Personal Care,78.0,2021-04-22,0,0,0,0,0,1,51–80,0,18.0,3,4,22
Soap,Personal Care,93.48,2021-04-23,0,0,0,0,0,1,81–120,0,17.0,4,4,23
Bread,Bakery,95.1,2021-04-24,0,0,0,0,0,1,81–120,0,44.0,5,4,24
Milk,Dairy,62.11,2021-04-25,0,0,0,0,0,1,51–80,0,61.0,6,4,25
Rice,Grocery,60.64,2021-04-26,0,0,0,0,0,1,51–80,0,72.0,0,4,26
Salt,Grocery,86.69,2021-04-27,0,0,0,0,0,1,81–120,0,55.0,1,4,27
Sugar,Grocery,80.8,2021-04-28,0,1,0,0,0,1,81–120,0,70.0,2,4,28
Juice,Beverages,43.58,2021-04-29,0,1,0,0,0,1,21–50,0,48.0,3,4,29
Rice,Grocery,79.74,2021-04-30,0,1,0,0,0,1,51–80,0,66.0,4,4,30
Sugar,Grocery,96.89,2021-05-01,0,1,1,0,0,1,81–120,0,74.0,5,5,1
Milk,Dairy,63.48,2021-05-02,0,1,0,0,0,1,51–80,0,69.0,6,5,2
Salt,Grocery,19.1,2021-05-03,0,1,0,0,0,1,≤20,0,98.0,0,5,3
Toothpaste,Personal Care,98.39,2021-05-04,0,0,0,0,0,1,81–120,0,7.0,1,5,4
Rice,Grocery,43.3,2021-05-05,0,0,0,0,0,1,21–50,0,77.0,2,5,5
Bread,Bakery,85.39,2021-05-06,0,0,0,0,0,1,81–120,0,51.0,3,5,6
Rice,Grocery,88.69,2021-05-07,0,0,0,0,0,1,81–120,0,64.0,4,5,7
Milk,Dairy,72.11,2021-05-08,0,0,0,0,0,1,51–80,0,55.0,5,5,8
Rice,Grocery,43.91,2021-05-09,0,0,0,0,0,1,21–50,0,71.0,6,5,9
Sugar,Grocery,57.0,2021-05-10,0,0,0,0,0,1,51–80,0,66.0,0,5,10
Milk,Dairy,26.96,2021-05-11,0,0,0,0,0,1,21–50,0,63.0,1,5,11
Rice,Grocery,46.45,2021-05-12,0,0,0,0,0,1,21–50,0,80.0,2,5,12
Soap,Personal Care,17.27,2021-05-13,0,0,0,0,0,1,≤20,0,40.0,3,5,13
Shampoo,Personal Care,48.61,2021-05-14,0,0,0,0,0,1,21–50,0,29.0,4,5,14
Juice,Beverages,58.11,2021-05-15,0,0,0,0,0,1,51–80,0,29.0,5,5,15
Biscuits,Snacks,73.52,2021-05-16,0,0,0,0,0,1,51–80,0,45.0,6,5,16
Juice,Beverages,14.06,2021-05-17,0,0,0,0,0,1,≤20,0,51.0,0,5,17
Juice,Beverages,15.38,2021-05-18,0,0,0,0,0,1,≤20,0,57.0,1,5,18
Bread,Bakery,58.14,2021-05-19,0,0,0,0,0,1,51–80,0,54.0,2,5,19
Rice,Grocery,50.05,2021-05-20,0,0,0,0,0,1,51–80,0,81.0,3,5,20
Bread,Bakery,37.96,2021-05-21,0,0,0,0,0,1,21–50,0,61.0,4,5,21
Juice,Beverages,18.49,2021-05-22,0,0,0,0,0,1,≤20,0,53.0,5,5,22
Toothpaste,Personal Care,84.7,2021-05-23,0,0,0,0,0,1,81–120,0,20.0,6,5,23
Salt,Grocery,21.42,2021-05-24,0,0,0,0,0,1,21–50,0,87.0,0,5,24
Shampoo,Personal Care,58.91,2021-05-25,0,0,0,0,0,1,51–80,0,25.0,1,5,25
Salt,Grocery,53.46,2021-05-26,0,0,0,0,0,0,51–80,0,62.0,2,5,26
Rice,Grocery,42.54,2021-05-27,0,0,0,0,0,0,21–50,0,67.0,3,5,27
Bread,Bakery,80.19,2021-05-28,0,1,0,0,0,0,81–120,0,42.0,4,5,28
Milk,Dairy,65.1,2021-05-29,0,1,0,0,0,0,51–80,0,54.0,5,5,29
Salt,Grocery,97.82,2021-05-30,0,1,0,0,0,0,81–120,0,61.0,6,5,30
Rice,Grocery,94.26,2021-05-31,0,1,0,0,0,0,81–120,0,52.0,0,5,31
Biscuits,Snacks,23.82,2021-06-01,1,1,0,0,0,0,21–50,0,61.0,1,6,1
Sugar,Grocery,61.17,2021-06-02,1,1,0,0,0,0,51–80,0,77.0,2,6,2
Soap,Personal Care,28.17,2021-06-03,1,1,0,0,0,0,21–50,0,34.0,3,6,3
Bread,Bakery,87.77,2021-06-04,1,0,0,0,0,0,81–120,0,46.0,4,6,4
Sugar,Grocery,30.33,2021-06-05,1,0,0,0,0,0,21–50,0,82.0,5,6,5
Shampoo,Personal Care,44.05,2021-06-06,1,0,0,0,0,0,21–50,0,26.0,6,6,6
Toothpaste,Personal Care,38.87,2021-06-07,1,0,0,0,0,0,21–50,0,30.0,0,6,7
Rice,Grocery,49.13,2021-06-08,1,0,0,0,0,0,21–50,0,76.0,1,6,8
Salt,Grocery,94.3,2021-06-09,1,0,0,0,0,0,81–120,0,53.0,2,6,9
Bread,Bakery,54.79,2021-06-10,1,0,0,0,0,0,51–80,0,51.0,3,6,10
Bread,Bakery,99.53,2021-06-11,1,0,0,0,0,0,81–120,0,30.0,4,6,11
Soap,Personal Care,47.96,2021-06-12,1,0,0,0,0,0,21–50,0,28.0,5,6,12
Rice,Grocery,67.38,2021-06-13,1,0,0,0,0,0,51–80,0,67.0,6,6,13
Sugar,Grocery,52.21,2021-06-14,1,0,0,0,0,0,51–80,0,69.0,0,6,14
Juice,Beverages,84.0,2021-06-15,1,0,0,0,0,0,81–120,0,25.0,1,6,15
Juice,Beverages,48.54,2021-06-16,1,0,0,0,0,0,21–50,0,36.0,2,6,16
Milk,Dairy,41.29,2021-06-17,1,0,0,0,0,0,21–50,0,64.0,3,6,17
Shampoo,Personal Care,96.45,2021-06-18,1,0,0,0,0,0,81–120,0,7.0,4,6,18
Milk,Dairy,55.52,2021-06-19,1,0,0,0,0,0,51–80,0,52.0,5,6,19
Biscuits,Snacks,29.39,2021-06-20,1,0,0,0,0,0,21–50,0,47.0,6,6,20
Soap,Personal Care,66.41,2021-06-21,1,0,0,0,0,0,51–80,0,9.0,0,6,21
Salt,Grocery,34.53,2021-06-22,1,0,0,0,0,0,21–50,0,86.0,1,6,22
Biscuits,Snacks,27.79,2021-06-23,1,0,0,0,0,0,21–50,0,58.0,2,6,23
Salt,Grocery,89.45,2021-06-24,1,0,0,0,0,0,81–120,0,61.0,3,6,24
Sugar,Grocery,42.19,2021-06-25,1,0,0,0,0,0,21–50,0,66.0,4,6,25
Toothpaste,Personal Care,34.61,2021-06-26,1,0,0,0,0,0,21–50,0,27.0,5,6,26
Juice,Beverages,73.45,2021-06-27,1,0,0,0,0,0,51–80,0,27.0,6,6,27
Shampoo,Personal Care,80.4,2021-06-28,1,1,0,0,0,0,81–120,0,15.0,0,6,28
Soap,Personal Care,83.85,2021-06-29,1,1,0,0,0,0,81–120,0,17.0,1,6,29
Milk,Dairy,25.87,2021-06-30,1,1,0,0,0,0,21–50,0,74.0,2,6,30
Bread,Bakery,77.66,2021-07-01,1,1,0,0,0,0,51–80,0,60.0,3,7,1
Soap,Personal Care,21.78,2021-07-02,1,1,0,0,0,0,21–50,0,41.0,4,7,2
Rice,Grocery,31.24,2021-07-03,1,1,0,0,0,0,21–50,0,86.0,5,7,3
Bread,Bakery,54.81,2021-07-04,1,0,0,0,0,0,51–80,0,48.0,6,7,4
Rice,Grocery,65.22,2021-07-05,1,0,0,0,0,0,51–80,0,65.0,0,7,5
Bread,Bakery,81.23,2021-07-06,1,0,0,0,0,0,81–120,0,47.0,1,7,6
Toothpaste,Personal Care,52.95,2021-07-07,1,0,0,0,0,0,51–80,0,28.0,2,7,7
Bread,Bakery,61.14,2021-07-08,1,0,0,0,0,0,51–80,0,53.0,3,7,8
Juice,Beverages,30.27,2021-07-09,1,0,0,0,0,0,21–50,0,46.0,4,7,9
Juice,Beverages,99.53,2021-07-10,1,0,0,0,0,0,81–120,0,29.0,5,7,10
Biscuits,Snacks,46.15,2021-07-11,1,0,0,0,0,0,21–50,0,50.0,6,7,11
Milk,Dairy,94.49,2021-07-12,1,0,0,0,0,0,81–120,0,38.0,0,7,12
Juice,Beverages,25.28,2021-07-13,1,0,0,0,0,0,21–50,0,36.0,1,7,13
Toothpaste,Personal Care,95.44,2021-07-14,1,0,0,0,0,0,81–120,0,10.0,2,7,14
Toothpaste,Personal Care,27.27,2021-07-15,1,0,0,0,0,0,21–50,0,36.0,3,7,15
Soap,Personal Care,33.82,2021-07-16,1,0,0,0,0,0,21–50,0,29.0,4,7,16
Bread,Bakery,83.3,2021-07-17,1,0,0,0,0,0,81–120,0,37.0,5,7,17
Bread,Bakery,96.81,2021-07-18,1,0,0,0,0,0,81–120,0,38.0,6,7,18
Juice,Beverages,32.77,2021-07-19,1,0,0,0,0,0,21–50,0,40.0,0,7,19
Milk,Dairy,44.05,2021-07-20,1,0,0,0,0,0,21–50,0,55.0,1,7,20
Rice,Grocery,61.41,2021-07-21,1,0,0,0,0,0,51–80,0,56.0,2,7,21
Juice,Beverages,28.72,2021-07-22,1,0,0,0,0,0,21–50,0,42.0,3,7,22
Biscuits,Snacks,45.57,2021-07-23,1,0,0,0,0,0,21–50,0,43.0,4,7,23
Salt,Grocery,27.0,2021-07-24,1,0,0,0,0,0,21–50,0,73.0,5,7,24
Soap,Personal Care,87.56,2021-07-25,1,0,0,0,0,0,81–120,0,14.0,6,7,25
Sugar,Grocery,98.47,2021-07-26,1,0,0,0,0,0,81–120,0,59.0,0,7,26
Toothpaste,Personal Care,32.13,2021-07-27,1,0,0,0,0,0,21–50,0,26.0,1,7,27
Juice,Beverages,18.8,2021-07-28,1,1,0,0,0,0,≤20,0,57.0,2,7,28
Shampoo,Personal Care,51.74,2021-07-29,1,1,0,0,0,0,51–80,0,32.0,3,7,29
Bread,Bakery,91.68,2021-07-30,1,1,0,0,0,0,81–120,0,44.0,4,7,30
Toothpaste,Personal Care,32.93,2021-07-31,1,1,0,0,0,0,21–50,0,35.0,5,7,31
Salt,Grocery,46.18,2021-08-01,1,1,0,0,0,0,21–50,0,95.0,6,8,1
Salt,Grocery,13.16,2021-08-02,1,1,0,0,0,0,≤20,0,93.0,0,8,2
Bread,Bakery,80.46,2021-08-03,1,1,0,0,0,0,81–120,0,55.0,1,8,3
Juice,Beverages,86.35,2021-08-04,1,0,0,0,0,0,81–120,0,33.0,2,8,4
Bread,Bakery,88.07,2021-08-05,1,0,0,0,0,0,81–120,0,34.0,3,8,5
Sugar,Grocery,21.55,2021-08-06,1,0,0,0,0,0,21–50,0,81.0,4,8,6
Rice,Grocery,75.55,2021-08-07,1,0,0,0,0,0,51–80,0,68.0,5,8,7
Salt,Grocery,77.03,2021-08-08,1,0,0,0,0,0,51–80,0,65.0,6,8,8
Rice,Grocery,35.91,2021-08-09,1,0,0,0,0,0,21–50,0,78.0,0,8,9
Milk,Dairy,55.47,2021-08-10,1,0,0,0,0,0,51–80,0,64.0,1,8,10
Toothpaste,Personal Care,80.82,2021-08-11,1,0,0,0,0,0,81–120,0,14.0,2,8,11
Shampoo,Personal Care,71.02,2021-08-12,1,0,0,0,0,0,51–80,0,18.0,3,8,12
Juice,Beverages,81.57,2021-08-13,1,0,0,0,0,0,81–120,0,18.0,4,8,13
Sugar,Grocery,98.58,2021-08-14,1,0,0,0,0,0,81–120,0,51.0,5,8,14
Soap,Personal Care,52.65,2021-08-15,1,0,1,0,0,0,51–80,0,35.0,6,8,15
Juice,Beverages,88.8,2021-08-16,1,0,0,0,0,0,81–120,0,26.0,0,8,16
Salt,Grocery,44.45,2021-08-17,1,0,0,0,0,0,21–50,0,65.0,1,8,17
Rice,Grocery,79.32,2021-08-18,1,0,0,0,0,0,51–80,0,54.0,2,8,18
Milk,Dairy,69.26,2021-08-19,1,0,0,0,0,0,51–80,1,0.0,3,8,19
Milk,Dairy,74.07,2021-08-20,1,0,0,0,0,0,51–80,0,50.0,4,8,20
Rice,Grocery,14.97,2021-08-21,1,0,0,0,0,0,≤20,0,85.0,5,8,21
Juice,Beverages,45.68,2021-08-22,1,0,0,0,0,0,21–50,0,42.0,6,8,22
Salt,Grocery,77.47,2021-08-23,1,0,0,0,0,0,51–80,0,62.0,0,8,23
Biscuits,Snacks,89.71,2021-08-24,1,0,0,0,0,0,81–120,0,31.0,1,8,24
Shampoo,Personal Care,80.13,2021-08-25,1,0,0,0,0,0,81–120,0,29.0,2,8,25
Soap,Personal Care,96.27,2021-08-26,1,0,0,0,0,0,81–120,0,9.0,3,8,26
Bread,Bakery,76.96,2021-08-27,1,0,0,0,0,0,51–80,0,45.0,4,8,27
Salt,Grocery,67.64,2021-08-28,1,1,0,0,0,0,51–80,0,79.0,5,8,28
Toothpaste,Personal Care,83.06,2021-08-29,1,1,0,0,0,0,81–120,0,9.0,6,8,29
Sugar,Grocery,97.51,2021-08-30,1,1,0,0,0,0,81–120,0,66.0,0,8,30
Toothpaste,Personal Care,39.89,2021-08-31,1,1,0,0,0,0,21–50,0,36.0,1,8,31
Bread,Bakery,20.81,2021-09-01,1,1,0,0,0,0,21–50,0,64.0,2,9,1
Salt,Grocery,16.67,2021-09-02,1,1,0,0,0,0,≤20,0,90.0,3,9,2
Toothpaste,Personal Care,79.7,2021-09-03,1,1,0,0,0,0,51–80,0,21.0,4,9,3
Sugar,Grocery,67.46,2021-09-04,1,0,0,0,0,0,51–80,0,65.0,5,9,4
Biscuits,Snacks,41.15,2021-09-05,1,0,0,0,0,0,21–50,0,45.0,6,9,5
Rice,Grocery,81.69,2021-09-06,1,0,0,0,0,0,81–120,0,62.0,0,9,6
Biscuits,Snacks,85.79,2021-09-07,1,0,0,0,0,0,81–120,0,32.0,1,9,7
Sugar,Grocery,87.08,2021-09-08,1,0,0,0,0,0,81–120,0,57.0,2,9,8
Salt,Grocery,29.5,2021-09-09,1,0,0,0,0,0,21–50,0,73.0,3,9,9
Sugar,Grocery,36.55,2021-09-10,1,0,0,0,0,0,21–50,0,72.0,4,9,10
Soap,Personal Care,65.97,2021-09-11,1,0,0,0,0,0,51–80,0,32.0,5,9,11
Juice,Beverages,22.16,2021-09-12,1,0,0,0,0,0,21–50,0,38.0,6,9,12
Milk,Dairy,16.67,2021-09-13,1,0,0,0,0,0,≤20,0,65.0,0,9,13
Shampoo,Personal Care,17.8,2021-09-14,1,0,0,0,0,0,≤20,0,40.0,1,9,14
Rice,Grocery,31.34,2021-09-15,1,0,0,0,0,0,21–50,0,75.0,2,9,15
Bread,Bakery,78.44,2021-09-16,1,0,0,0,0,0,51–80,0,36.0,3,9,16
Toothpaste,Personal Care,93.52,2021-09-17,1,0,0,0,0,0,81–120,0,6.0,4,9,17
Sugar,Grocery,64.18,2021-09-18,1,0,0,0,0,0,51–80,0,74.0,5,9,18
Juice,Beverages,53.34,2021-09-19,1,0,0,0,0,0,51–80,0,30.0,6,9,19
Shampoo,Personal Care,52.15,2021-09-20,1,0,0,0,0,0,51–80,0,31.0,0,9,20
Salt,Grocery,29.52,2021-09-21,1,0,0,0,0,0,21–50,1,0.0,1,9,21
Soap,Personal Care,48.88,2021-09-22,1,0,0,0,0,0,21–50,0,25.0,2,9,22
Salt,Grocery,61.3,2021-09-23,1,0,0,0,0,0,51–80,0,67.0,3,9,23
Bread,Bakery,25.06,2021-09-24,1,0,0,0,0,0,21–50,0,59.0,4,9,24
Milk,Dairy,47.1,2021-09-25,1,0,0,0,0,0,21–50,0,61.0,5,9,25
Juice,Beverages,91.52,2021-09-26,1,0,0,0,0,0,81–120,0,24.0,6,9,26
Biscuits,Snacks,99.89,2021-09-27,1,0,0,0,0,0,81–120,0,24.0,0,9,27
Juice,Beverages,32.54,2021-09-28,1,1,0,0,0,0,21–50,0,47.0,1,9,28
Soap,Personal Care,99.13,2021-09-29,1,1,0,0,0,0,81–120,0,18.0,2,9,29
Bread,Bakery,87.4,2021-09-30,1,1,0,0,0,0,81–120,0,51.0,3,9,30
Bread,Bakery,84.96,2021-10-01,0,1,0,0,0,0,81–120,0,49.0,4,10,1
Juice,Beverages,98.71,2021-10-02,0,1,1,0,0,0,81–120,0,26.0,5,10,2
Toothpaste,Personal Care,34.22,2021-10-03,0,1,0,0,0,0,21–50,0,28.0,6,10,3
Rice,Grocery,60.47,2021-10-04,0,0,0,0,0,0,51–80,0,62.0,0,10,4
Soap,Personal Care,77.43,2021-10-05,0,0,0,0,0,0,51–80,0,12.0,1,10,5
Sugar,Grocery,21.45,2021-10-06,0,0,0,0,0,0,21–50,0,77.0,2,10,6
Bread,Bakery,30.51,2021-10-07,0,0,0,0,0,0,21–50,0,56.0,3,10,7
Juice,Beverages,11.9,2021-10-08,0,0,0,0,0,0,≤20,0,49.0,4,10,8
Shampoo,Personal Care,34.75,2021-10-09,0,0,0,0,0,0,21–50,0,32.0,5,10,9
Biscuits,Snacks,62.36,2021-10-10,0,0,0,0,0,0,51–80,0,40.0,6,10,10
Juice,Beverages,64.59,2021-10-11,0,0,0,0,0,0,51–80,0,33.0,0,10,11
Juice,Beverages,16.46,2021-10-12,0,0,0,0,0,0,≤20,0,50.0,1,10,12
Milk,Dairy,26.07,2021-10-13,0,0,0,0,0,0,21–50,0,65.0,2,10,13
Bread,Bakery,23.5,2021-10-14,0,0,0,0,0,0,21–50,0,62.0,3,10,14
Bread,Bakery,63.95,2021-10-15,0,0,0,1,0,0,51–80,0,59.0,4,10,15
Soap,Personal Care,37.02,2021-10-16,0,0,0,1,0,0,21–50,0,41.0,5,10,16
Biscuits,Snacks,14.14,2021-10-17,0,0,0,1,0,0,≤20,0,80.0,6,10,17
Milk,Dairy,11.66,2021-10-18,0,0,0,1,0,0,≤20,0,63.0,0,10,18
Milk,Dairy,79.9,2021-10-19,0,0,0,1,0,0,51–80,0,45.0,1,10,19
Soap,Personal Care,19.25,2021-10-20,0,0,0,1,0,0,≤20,0,34.0,2,10,20
Salt,Grocery,13.83,2021-10-21,0,0,0,1,0,0,≤20,0,96.0,3,10,21
Rice,Grocery,47.25,2021-10-22,0,0,0,1,0,0,21–50,0,87.0,4,10,22
Salt,Grocery,28.12,2021-10-23,0,0,0,1,0,0,21–50,1,0.0,5,10,23
Soap,Personal Care,93.25,2021-10-24,0,0,0,1,0,0,81–120,1,0.0,6,10,24
Soap,Personal Care,97.32,2021-10-25,0,0,0,1,0,0,81–120,0,16.0,0,10,25
Juice,Beverages,59.53,2021-10-26,0,0,0,1,0,0,51–80,0,49.0,1,10,26
Bread,Bakery,65.33,2021-10-27,0,0,0,1,0,0,51–80,0,61.0,2,10,27
Sugar,Grocery,23.82,2021-10-28,0,1,0,1,0,0,21–50,0,99.0,3,10,28
Biscuits,Snacks,86.41,2021-10-29,0,1,0,1,0,0,81–120,0,65.0,4,10,29
Sugar,Grocery,38.1,2021-10-30,0,1,0,1,0,0,21–50,0,100.0,5,10,30
Shampoo,Personal Care,25.73,2021-10-31,0,1,0,1,0,0,21–50,0,32.0,6,10,31
Shampoo,Personal Care,94.83,2021-11-01,0,1,1,1,0,0,81–120,0,31.0,0,11,1
Toothpaste,Personal Care,44.04,2021-11-02,0,1,0,1,0,0,21–50,0,29.0,1,11,2
